id,desc_tr
B1372,Işıklı Giriş Rölesi Devresi Açık
B1373,Işıklı Giriş Rölesi Aküye Kısa Devre
B1374,Işıklı Giriş Rölesi Şasiye Kısa Devre
B1375,Yağ Değiştirme Lambası Devresi Açık
B1376,Yağ Değiştirme Lambası Devresi Aküye Kısa Devre
B1377,Yağ Değiştirme Lambası Devre Arızası
B1378,Yağ Değiştirme Lambası Devresi Şasiye Kısa Devre
B1379,Yağ Değiştirme Sıfırlama Düğmesi Devresi Şasiye Kısa Devre
B1380,Yağ Değiştirme Sıfırlama Düğmesi Devre Arızası
B1381,Yağ Değiştirme Sıfırlama Düğmesi Devresi Açık
B1382,Yağ Değiştirme Sıfırlama Düğmesi Devresi Aküye Kısa Devre
B1383,Yağ Seviyesi Lambası Devresi Aküye Kısa Devre
B1384,Yağ Seviye Lambası Devre Arızası
B1385,Yağ Seviyesi Lambası Devresi Açık
B1386,Yağ Seviyesi Lambası Devresi Şasiye Kısa Devre
B1387,Yağ Sıcaklık Sensörü Devresi Açık
B1388,Yağ Sıcaklık Sensörü Devresi Aküye Kısa Devre
B1389,Yağ Sıcaklık Sensörü Devre Arızası
B1390,Yağ Sıcaklık Sensörü Devresi Şasiye Kısa Devre
B1391,Yağ Seviye Şalteri Devre Arızası
B1392,Elektrikli Kapı Hafızası Kilit Rölesi Devre Arızası
B1393,Elektrikli Kapı Hafızası Kilit Rölesi Devresi Açık
B1394,Elektrikli Kapı Hafızası Kilit Rölesi Devresi Aküye Kısa Devre
B1395,Elektrikli Kapı Hafızası Kilit Rölesi Devresi Şasiye Kısa Devre
B1396,Elektrikli Kapı Kilidi Devresi Aküye Kısa Devre
B1397,Elektrikli Kapı Kilit Açma Devresi Aküye Kısa Devre
B1398,Sürücü Elektrikli Cam Tek Dokunuş Camı Rölesi Devre Arızası
B1399,Sürücü Elektrikli Cam Tek Dokunuş Camı Röle Devresi Açık
B1400,Sürücü Elektrikli Cam Tek Dokunuş Camı Röle Devresi Aküye Kısa Devre
B1401,Sürücü Elektrikli Cam Tek Dokunuş Camı Röle Devresi Şasiye Kısa Devre
B1402,Sürücü Elektrikli Cam Aşağı Anahtarı Devre Arızası
B1403,Sürücü Elektrikli Cam Açma Anahtarı Devre Arızası
B1404,Sürücü Elektrikli Cam Kapalı Devre Açık
B1405,Sürücü Elektrikli Cam Aşağı Devresi Aküye Kısa Devre
B1406,Sürücü Elektrikli Cam Aşağı Devresi Şasiye Kısa Devre
B1407,Sürücü Elektrikli Cam Açma Devresi Açık
B1408,Sürücü Elektrikli Cam Açma Devresi Aküye Kısa Devre
B1409,Sürücü Elektrikli Cam Açma Devresi Şasiye Kısa Devre
B1410,Sürücü Elektrikli Cam Motoru Devre Arızası
B1411,Sürücü Elektrikli Cam Motoru Devresi Açık
B1412,Sürücü Elektrikli Cam Motoru Devresi Aküye Kısa Devre
B1413,Sürücü Elektrikli Cam Motoru Devresi Şasiye Kısa Devre
B1414,Elektrikli Cam Sağ Sol Motor Devre Arızası
B1415,Elektrikli Cam Sağ Sol Motor Devresi Açık
B1416,Elektrikli Cam Sağ Sol Motor Devresi Aküye Kısa Devre
B1417,Elektrikli Cam Sağ Sol Motor Devresi Şasiye Kısa Devre
B1418,Yolcu Elektrikli Cam Motoru Devre Arızası
B1419,Yolcu Elektrikli Cam Motoru Devresi Açık
B1420,Yolcu Elektrikli Cam Motoru Devresi Aküye Kısa Devre
B1421,Yolcu Elektrikli Cam Motoru Devresi Şasiye Kısa Devre
B1422,Elektrikli Cam Sağ Arka Motor Devre Arızası
B1423,Elektrikli Cam Sağ Arka Motor Devresi Açık
B1424,Elektrikli Cam Sağ Arka Motor Devresi Aküye Kısa Devre
B1425,Elektrikli Cam Sağ Arka Motor Devresi Şasiye Kısa Devre
B1426,Lamba Emniyet Kemeri Devresi Aküye Kısa Devre
B1427,Lamba Emniyet Kemeri Devresi Açık
B1428,Lamba Emniyet Kemeri Devre Arızası
B1429,Lamba Emniyet Kemeri Devresi Şasiye Kısa Devre
B1430,Emniyet Kemeri Anahtarı Devresi Şasiye Kısa Devre
B1431,Silecek Freni/Çalıştırma Rölesi Devre Arızası
B1432,Silecek Freni/Çalıştırma Rölesi Devresi Aküye Kısa Devre
B1433,Silecek Freni/Çalıştırma Rölesi Devresi Şasiye Kısa Devre
B1434,Silecek Yüksek/Düşük Hız Rölesi Bobini Devre Arızası
B1435,Silecek Yüksek/Düşük Hız Rölesi Bobini Devresi Açık
B1436,Silecek Yüksek/Düşük Hız Rölesi Bobini Devresi Aküye Kısa Devre
B1437,Silecek Yüksek/Düşük Hız Rölesi Bobini Devresi Şasiye Kısa Devre
B1438,Silecek Modu Seçim Anahtarı Devre Arızası
B1439,Silecek Modu Seçimi Anahtar Devresi Açık
B1440,Silecek Modu Seçimi Anahtar Devresi Aküye Kısa Devre
B1441,Silecek Modu Seçim Anahtarı Devresi Şasiye Kısa Devre
B1442,Kapı Kolu Anahtarı Devre Arızası
B1443,Kapı Kolu Anahtarı Devresi Açık
B1444,Kapı Kolu Anahtarı Devresi Aküye Kısa Devre
B1445,Kapı Kolu Anahtarı Devresi Şasiye Kısa Devre
B1446,Silecek Park Algılama Devre Arızası
B1447,Silecek Park Algılama Devresi Açık
B1448,Silecek Park Algılama Devresi Aküye Kısa Devre
B1449,Silecek Park Algılama Devresi Şasiye Kısa Devre
B1450,Silecek Yıkama/Geciktirme Anahtarı Devre Arızası
B1451,Silecek Yıkama/Geciktirme Anahtarı Devresi Açık
B1452,Silecek Yıkama/Geciktirme Anahtarı Devresi Aküye Kısa Devre
B1453,Silecek Yıkama/Geciktirme Anahtarı Devresi Şasiye Kısa Devre
B1454,Silecek Yıkama Sıvısı Lambası Devre Arızası
B1455,Silecek Yıkama Sıvısı Lambası Devresi Açık
B1456,Silecek Yıkama Sıvısı Lambası Devresi Aküye Kısa Devre
B1457,Silecek Yıkama Sıvısı Lambası Devresi Şasiye Kısa Devre
B1458,Silecek Yıkama Pompası Motor Rölesi Devre Arızası
B1459,Silecek Yıkama Pompası Motor Röle Bobini Devresi Açık
B1460,Silecek Yıkama Pompası Motor Röle Bobini Devresi Aküye Kısa Devre
B1461,Silecek Yıkama Pompası Motor Röle Bobini Devresi Şasiye Kısa Devre
B1462,Emniyet Kemeri Anahtarı Devre Arızası
B1463,Emniyet Kemeri Anahtarı Devresi Açık
B1464,Emniyet Kemeri Anahtarı Devresi Aküye Kısa Devre
B1465,Silecek Freni/Çalıştırma Rölesi Devresi Açık
B1466,Silecek Yüksek/Düşük Hız Değişmiyor
B1467,Silecek Yüksek/Düşük Hız Devresi Motor Aküye Kısa Devre
B1468,Zil Giriş Talebi Devre Arızası
B1469,Zil Giriş İsteği Devresi Açık
B1470,Lamba Ön Far Giriş Devresi Arızası
B1471,Lamba Ön Far Giriş Devresi Açık
B1472,Lamba Ön Far Giriş Devresi Şasiye Kısa Devre
B1473,Silecek Düşük Hız Devresi Motor Arızası
B1474,Akü Tasarrufu Güç Rölesi Devresi Aküye Kısa Devre
B1475,Aksesuar Geciktirme Rölesi Kontağı Aküye Kısa Devre
B1476,Silecek Yüksek Hız Devresi Motor Arızası
B1477,Silecek Yüksek/Düşük Devre Motoru Şasiye Kısa Devre
B1478,Elektrikli Pencere Tek Dokunuş Yukarı/Aşağı Aynı Anda Etkinleştirilir
B1479,Silecek Yıkama Sıvısı Seviye Sensörü Devre Arızası
B1480,Silecek Yıkama Sıvısı Seviye Sensörü Devresi Açık
B1481,Silecek Yıkama Sıvısı Seviye Sensörü Devresi Aküye Kısa Devre
B1482,Silecek Yıkama Sıvısı Seviye Sensörü Devresi Şasiye Kısa Devre
B1483,Fren Pedalı Giriş Devresi Arızası
B1484,Fren Pedalı Girişi Açık Devre
B1485,Fren Pedalı Giriş Devresi Akü Kısa Devre
B1486,Fren Pedalı Giriş Devresi Şasi Kısa Devresi
B1487,Kapı Kolu Sağ Ön Devre Arızası
B1488,Kapı Kolu Sağ Ön Devre Açık
B1489,Kapı Kolu Sağ Ön Aküye Kısa Devre
B1490,Kapı Kolu Sağ Ön Yere Kısa
B1491,Ateşleme Silindiri Sensörü Devre Arızası
B1492,Ateşleme Silindiri Sensörü Açık Devre
B1493,Ateşleme Silindiri Sensörü Pil Kısa Devresi
B1494,Ateşleme Silindiri Sensörü Şasesi Kısa Devre
B1495,Güverte Kapağı Delme Sensörü Devre Arızası
B1496,Güverte Kapağı Delme Sensörü Açık Devre
B1497,Güverte Kapağı Delme Sensörü Pilinde Kısa Devre
B1498,Güverte Kapağı Delme Sensörü Şasisi Kısa
B1499,Lamba Dönüş Sinyali Sol Devre Arızası
B1500,Lamba Dönüş Sinyali Sol Devre Açık
B1501,Lamba Dönüş Sinyali Sol Devre Aküye Kısa Devre
B1502,Lamba Dönüş Sinyali Sol Devre Şasiye Kısa Devre
B1503,Lamba Dönüş Sinyali Sağ Devre Arızası
B1504,Lamba Dönüş Sinyali Sağ Devre Açık
B1505,Lamba Dönüş Sinyali Sağ Devre Aküye Kısa Devre
B1506,Lamba Dönüş Sinyali Sağ Devresi Şasiye Kısa Devre
B1507,Flaş Geçiş Anahtarı Devre Arızası
B1508,Geçiş Anahtarı Devresi Açık Flaş
B1509,Geçiş Anahtarı Devresine Flaş Aküye Kısa Devre
B1510,Geçiş Anahtarı Devresi Şasiye Kısa Devre
B1511,Sürücü Kapı Kolu Devre Arızası
B1512,Sürücü Kapısı Kolu Devresi Açık
B1513,Sürücü Kapısı Kolu Devresi Aküye Kısa Devre
B1514,Sürücü Kapısı Kolu Devresi Şasiye Kısa Devre
B1515,Koltukta Sürücü Bulundu Anahtarı Devre Arızası
B1516,Koltukta Sürücü Bulundu Anahtar Devresi Açık
B1517,Sürücü Koltuğunda Anahtar Devresi Aküye Kısa Devre
B1518,Sürücü Koltuğunda Anahtar Devresi Şasiye Kısa Devre
B1519,Kaput Anahtarı Devre Arızası
B1520,Kaput Anahtarı Devresi Açık
B1521,Kaput Anahtarı Devresi Aküye Kısa Devre
B1522,Kaput Anahtarı Devresi Şasiye Kısa Devre
B1523,Anahtarsız Giriş Devre Arızası
B1524,Anahtarsız Giriş Devresi Açık
B1525,Anahtarsız Giriş Devresi Aküye Kısa Devre
B1526,Anahtarsız Giriş Devresi Şasiye Kısa Devre
B1527,Bellek Seti Anahtarı Devre Arızası
B1528,Bellek Seti Anahtarı Devresi Açık
B1529,Bellek Seti Anahtarı Devresi Aküye Kısa Devre
B1530,Bellek Seti Anahtarı Devresi Şasiye Kısa Devre
B1531,Bellek 1 Anahtar Devre Arızası
B1532,Bellek 1 Anahtar Devresi Açık
B1533,Bellek 1 Anahtar Devresi Aküye Kısa Devre
B1534,Bellek 1 Anahtar Devresi Şasiye Kısa Devre
B1535,Bellek 2 Anahtar Devre Arızası
B1536,Bellek 2 Anahtar Devresi Açık
B1537,Bellek 2 Anahtar Devresi Aküye Kısa Devre
B1538,Bellek 2 Anahtar Devresi Şasiye Kısa Devre
B1539,Ayna Sürücüsü Anahtar Düzeneği Devre Arızası
B1540,Ayna Sürücüsü Anahtar Grubu Devresi Açık
B1541,Ayna Sürücüsü Anahtar Grubu Devresi Aküye Kısa Devre
B1542,Ayna Sürücüsü Anahtar Grubu Devresi Şasiye Kısa Devre
B1543,Koltuk Yön Anahtarı Grubu Devre Arızası
B1544,Koltuk Yön Anahtarı Grubu Devresi Açık
B1545,Koltuk Yön Anahtarı Grubu Devresi Aküye Kısa Devre
B1546,Koltuk Yön Anahtarı Grubu Devresi Şasiye Kısa Devre
B1547,Elektrikli Cam Ana Devre Arızası
B1548,Elektrikli Pencere Ana Devresi Açık
B1549,Elektrikli Cam Ana Devresi Aküye Kısa Devre
B1550,Elektrikli Cam Ana Devresi Şasiye Kısa Devre
B1551,Güverte Kapağı Serbest Bırakma Devresi Arızası
B1552,Güverte Kapağı Açma Devresi Açık
B1553,Güverte Kapağı Serbest Bırakma Devresi Aküye Kısa Devre
B1554,Güverte Kapağı Serbest Bırakma Devresi Şasiye Kısa Devre
B1555,Ateşleme Çalıştırma/Başlatma Devresi Arızası
B1556,Kontak Çalıştırma/Başlatma Devresi Açık
B1557,Ateşleme Çalıştırma/Başlatma Devresi Aküye Kısa Devre
B1558,Ateşleme Çalıştırma/Başlatma Devresi Şasiye Kısa Devre
B1559,Kapı Kilit Silindiri Devre Arızası
B1560,Kapı Kilit Silindiri Devresi Açık
B1561,Kapı Kilidi Silindir Devresi Aküye Kısa Devre
B1562,Kapı Kilit Silindiri Devresi Şasiye Kısa Devre
B1563,Kapı Aralık Devre Arızası
B1564,Kapı Aralık Devresi Açık
B1565,Kapı Aralık Devresi Aküye Kısa Devre
B1566,Kapı Aralık Devresi Şasiye Kısa Devre
B1567,Lamba Ön Far Uzun Huzme Devre Arızası
B1568,Lamba Ön Far Uzun Huzme Devresi Açık
B1569,Lamba Ön Far Uzun Huzme Devresi Aküye Kısa Devre
B1570,Lamba Ön Far Uzun Huzme Devresi Şasiye Kısa Devre
B1571,Kapı Aralık Sol Sol Devre Arızası
B1572,Kapı Açık Sol Sol Devre Açık
B1573,Kapı Açık Sol Sol Devre Aküye Kısa Devre
B1574,Kapı Aralık Sol Sol Devre Şasiye Kısa Devre
B1575,Lamba Park Giriş Devresi Arızası
B1576,Lamba Park Giriş Devresi Açık
B1577,Lamba Park Giriş Devresi Aküye Kısa Devre
B1578,Lamba Park Giriş Devresi Şasiye Kısa Devre
B1579,Loş Panel Artış Giriş Devresi Arızası
B1580,Loş Panel Arttırma Giriş Devresi Açık
B1581,Loş Panel Arttırma Giriş Devresi Aküye Kısa Devre
B1582,Karartma Paneli Arttırma Giriş Devresi Şasiye Kısa Devre
B1583,Loş Panel Azaltma Giriş Devresi Arızası
B1584,Loş Panel Azaltma Giriş Devresi Açık
B1585,Loş Panel Azaltma Giriş Devresi Aküye Kısa Devre
B1586,Karartma Paneli Giriş Devresini Şasiye Kısa Devreyi Azaltır
B1587,Otomatik Lamba Gecikmesi Artış Devre Arızası
B1588,Otomatik Lamba Gecikmesi Artırma Devresi Açık
B1589,Otomatik Lamba Gecikmesi Arttırma Devresi Aküye Kısa Devre
B1590,Otomatik Lamba Gecikmesi Arttırma Devresi Şasiye Kısa Devre
B1591,Otomatik Lamba Gecikmesi Devre Arızasını Azaltır
B1592,Otomatik Lamba Gecikmesini Azaltma Devresi Açık
B1593,Otomatik Lamba Gecikmesi Azaltma Devresi Aküye Kısa Devre
B1594,Otomatik Lamba Gecikmesi Azaltma Devresi Şasiye Kısa Devre
B1595,Kontak Anahtarı Yasadışı Giriş Kodu
B1596,Hizmet Sürekli Kodları
B1600,PATS Kontak Anahtarı Transponder Sinyali Alınmıyor
B1601,"PATS, Kontak Anahtarı Aktarıcısından Yanlış Anahtar Kodu Aldı"
B1602,"PATS, Kontak Anahtarı Aktarıcısından Geçersiz Anahtar Kodu Formatı Aldı"
B1603,Lamba Hırsızlığa Karşı Gösterge Devre Arızası
B1604,Lamba Hırsızlığa Karşı Gösterge Devresi Açık
B1605,Lamba Hırsızlığa Karşı Gösterge Devresi Aküye Kısa Devre
B1606,Lamba Hırsızlığa Karşı Gösterge Devresi Şasiye Kısa Devre
B1607,Işıklı Giriş Giriş Devresi Arızası
B1608,Işıklı Giriş Girişi Açık Devre
B1609,Işıklı Giriş Girişi Aküye Kısa Devre
B1610,Işıklı Giriş Girişi Şasiye Kısa Devre
B1611,Silecek Arka Modu Seçim Anahtarı Devre Arızası
B1612,Silecek Arka Modu Seçim Anahtarı Devresi Açık
B1613,Silecek Arka Modu Seçim Anahtarı Devresi Aküye Kısa Devre
B1614,Silecek Arka Modu Seçim Anahtarı Devresi Şasiye Kısa Devre
B1615,Silecek Arka Devre Dışı Bırakma Anahtarı Devre Arızası
B1616,Silecek Arka Devre Dışı Bırakma Anahtarı Devresi Açık
B1617,Silecek Arka Devre Dışı Bırakma Anahtarı Devresi Aküye Kısa Devre
B1618,Silecek Arka Devre Dışı Bırakma Anahtarı Devresi Şasiye Kısa Devre
B1619,Silecek Arka Alt Limit Giriş Devresi Arızası
B1620,Silecek Arka Alt Limit Giriş Devresi Açık
B1621,Silecek Arka Alt Limit Giriş Devresi Aküye Kısa Devre
B1622,Silecek Arka Alt Limit Giriş Devresi Şasiye Kısa Devre
B1623,Lamba Tuş Takımı Çıkış Devresi Arızası
B1624,Lamba Tuş Takımı Çıkışı Açık Devre
B1625,Lamba Tuş Takımı Çıkışı Aküye Kısa Devre
B1626,Lamba Tuş Takımı Çıkışı Şasiye Kısa Devre
B1627,PRNDL Ters Giriş Devresi Arızası
B1628,PRNDL Ters Giriş Açık Devre
B1629,PRNDL Ters Giriş Aküye Kısa Devre
B1630,PRNDL Ters Giriş Şasiye Kısa Devre
B1631,Ayna Sürücüsü Sol Devre Arızası
B1632,Ayna Sürücüsü Sol Devre Açık
B1633,Ayna Sürücüsü Sol Devre Aküye Kısa Devre
B1634,Ayna Sürücüsü Sol Devre Şasiye Kısa Devre
B1635,Ayna Sürücüsü Sağ Devre Arızası
B1636,Ayna Sürücüsü Sağ Devre Açık
B1637,Ayna Sürücüsü Sağ Devre Aküye Kısa Devre
B1638,Ayna Sürücüsü Sağ Yere Kısa
B1639,Ayna Yolcu Sol Devre Arızası
B1640,Yolcu Aynası Sol Devre Açık
B1641,Yolcu Aynası Sol Devre Aküye Kısa Devre
B1642,Yolcu Aynası Sol Devre Şasiye Kısa Devre
B1643,Yolcu Aynası Sağ Devre Arızası
B1644,Yolcu Aynası Sağ Devre Açık
B1645,Yolcu Aynası Sağ Devre Aküye Kısa Devre
B1646,Yolcu Aynası Sağ Devre Şasiye Kısa Devre
B1647,Sürücü Koltuğu Öne Yatırma Devre Arızası
B1648,Sürücü Koltuğu İleri Yatma Devresi Açık
B1649,Sürücü Koltuğu Öne Yatırma Devresi Aküye Kısa Devre
B1650,Sürücü Koltuğu İleri Yatırma Devresi Şasiye Kısa Devre
B1651,Sürücü Koltuğu Geriye Yatma Devre Arızası
B1652,Sürücü Koltuğu Geriye Yatırma Devresi Açık
B1653,Sürücü Koltuğu Geriye Yatırma Devresi Aküye Kısa Devre
B1654,Sürücü Koltuğu Geri Yatırılır Devre Şasiye Kısa Devre
B1655,Sürücü Koltuğu Arka Devre Arızası
B1656,Sürücü Koltuğu Arka Devresi Açık
B1657,Sürücü Koltuğu Arka Devresi Aküye Kısa Devre
B1658,Sürücü Koltuğu Arka Devresi Şasiye Kısa Devre
B1659,Sürücü Koltuğu Ön Devre Arızası
B1660,Sürücü Koltuğu Ön Devresi Açık
B1661,Sürücü Koltuğu Ön Devresi Aküye Kısa Devre
B1662,Sürücü Koltuğu Ön Devresi Şasiye Kısa Devre
B1663,Sürücü Koltuğu Ön Yukarı/Aşağı Motor Durmuş
B1664,Sürücü Koltuğu Arka Yukarı/Aşağı Motor Durdu
B1665,Sürücü Koltuğu İleri/Geri Motoru Durdu
B1666,Sürücü Koltuğu Yatırma Motoru Durdu
B1667,Ayna Sürücüsü Yukarı/Aşağı Motoru Durdu
B1668,Ayna Sürücüsü Sağ/Sol Motor Durdu
B1669,Yolcu Aynası Yukarı/Aşağı Motoru Durdu
B1670,Yolcu Aynası Sağ/Sol Motor Durmuş
B1671,Akü Modülü Gerilimi Aralık Dışında
B1672,Koltukta Sürücü Oturuyor Giriş Devresi Arızası
B1673,Koltukta Sürücü Oturuyor Giriş Devresi Açık
B1674,Sürücü Koltuğunda Giriş Devresi Aküye Kısa Devre
B1675,Sürücü Koltuğunda Giriş Devresi Şasiye Kısa Devre
B1676,Akü Paketi Gerilimi Aralık Dışında
B1677,Alarm Panik Giriş Devre Arızası
B1678,Alarm Panik Giriş Devresi Açık
B1679,Alarm Panik Giriş Devresi Aküye Kısa Devre
B1680,Alarm Panik Giriş Devresi Şasiye Kısa Devre
B1681,PATS Alıcı-Verici Modülü Sinyali Alınmıyor
B1682,PATS Devre Dışı (PATS ile Aktarıcı Arasındaki Bağlantıyı Kontrol Edin)
B1683,Ayna Sürücü/Yolcu Anahtarı Devre Arızası
B1684,Ayna Sürücü/Yolcu Anahtarı Devresi Açık
B1685,Lamba Kubbesi Giriş Devresi Arızası
B1686,Lamba Kubbesi Giriş Devresi Açık
B1687,Lamba Kubbesi Giriş Devresi Aküye Kısa Devre
B1688,Lamba Kubbesi Giriş Devresi Şasiye Kısa Devre
B1689,Otomatik Lamba Gecikmesi Devre Arızası
B1690,Otomatik Lamba Gecikme Devresi Açık
B1691,Otomatik Lamba Gecikme Devresi Aküye Kısa Devre
B1692,Otomatik Lamba Gecikme Devresi Şasiye Kısa Devre
B1693,Devre Arızasında Otomatik Lamba
B1694,Devre Açıkken Otomatik Lamba
B1695,Otomatik Lamba Açık Devre Aküye Kısa Devre
B1696,Otomatik Lamba Açık Devre Şasiye Kısa Devre
B1697,Ayna Sürücü/Yolcu Anahtarı Devresi Aküye Kısa Devre
B1698,Ayna Sürücü/Yolcu Anahtarı Devresi Şasiye Kısa Devre
B1701,Sürücü Koltuğu Yatırma İleri Anahtarı Devre Arızası
B1702,Sürücü Koltuğu Yatırma İleri Anahtarı Devresi Açık
B1703,Sürücü Koltuğu Yatırma İleri Anahtar Devresi Aküye Kısa Devre
B1704,Sürücü Koltuğu İleri Yatırma Anahtarı Devresi Şasiye Kısa Devre
B1705,Sürücü Koltuğu Geri Yatırma Anahtarı Devre Arızası
B1706,Sürücü Koltuğu Arkaya Yatırma Anahtarı Devresi Açık
B1707,Sürücü Koltuğu Arkaya Yatırma Anahtarı Devresi Aküye Kısa Devre
B1708,Sürücü Koltuğu Arkaya Yatırma Anahtarı Devresi Şasiye Kısa Devre
B1709,Sürücü Koltuğu Ön Yukarı Anahtarı Devre Arızası
B1710,Sürücü Koltuğu Ön Yukarı Anahtarı Devresi Açık
B1711,Sürücü Koltuğu Ön Yukarı Anahtar Devresi Aküye Kısa Devre
B1712,Sürücü Koltuğu Ön Yukarı Anahtar Devresi Şasiye Kısa Devre
B1713,Sürücü Koltuğu Ön Aşağı Anahtarı Devre Arızası
B1714,Sürücü Koltuğu Ön Aşağı Anahtarı Devresi Açık
B1715,Sürücü Koltuğu Ön Aşağı Anahtarı Devresi Aküye Kısa Devre
B1716,Sürücü Koltuğu Ön Aşağı Anahtarı Devresi Şasiye Kısa Devre
B1717,Sürücü Koltuğu İleri Anahtar Devresi Arızası
B1718,Sürücü Koltuğu İleri Anahtar Devresi Açık
B1719,Sürücü Koltuğu İleri Anahtar Devresi Aküye Kısa Devre
B1720,Sürücü Koltuğu İleri Anahtar Devresi Şasiye Kısa Devre
B1721,Sürücü Koltuğu Arka Anahtar Devre Arızası
B1722,Sürücü Koltuğu Arka Anahtar Devresi Açık
B1723,Sürücü Koltuğu Arka Anahtar Devresi Aküye Kısa Devre
B1724,Sürücü Koltuğu Arka Anahtar Devresi Şasiye Kısa Devre
B1725,Sürücü Koltuğu Arka Yukarı Anahtarı Devre Arızası
B1726,Sürücü Koltuğu Arka Anahtar Devresi Açık
B1727,Sürücü Koltuğu Arka Anahtar Devresi Aküye Kısa Devre
B1728,Sürücü Koltuğu Arka Anahtar Devresi Şasiye Kısa Devre
B1729,Sürücü Koltuğu Arka Aşağı Anahtarı Devre Arızası
B1730,Sürücü Koltuğu Arka Aşağı Anahtarı Devresi Açık
B1731,Sürücü Koltuğu Arka Aşağı Anahtar Devresi Aküye Kısa Devre
B1732,Sürücü Koltuğu Arka Aşağı Anahtarı Devresi Şasiye Kısa Devre
B1733,Ayna Sürücüsü Dikey Anahtar Devre Arızası
B1734,Ayna Sürücüsü Dikey Anahtar Devresi Açık
B1735,Ayna Sürücüsü Dikey Anahtar Devresi Aküye Kısa Devre
B1736,Ayna Sürücüsü Dikey Anahtar Devresi Şasiye Kısa Devre
B1737,Ayna Sürücüsü Yatay Anahtar Devre Arızası
B1738,Ayna Sürücüsü Yatay Anahtar Devresi Açık
B1739,Ayna Sürücüsü Yatay Anahtar Devresi Aküye Kısa Devre
B1740,Ayna Sürücüsü Yatay Anahtar Devresi Şasiye Kısa Devre
B1741,Ayna Yolcu Dikey Şalteri Devre Arızası
B1742,Yolcu Aynası Dikey Anahtar Devresi Açık
B1743,Yolcu Aynası Dikey Anahtar Devresi Aküye Kısa Devre
B1744,Yolcu Aynası Dikey Anahtar Devresi Şasiye Kısa Devre
B1745,Ayna Yolcu Yatay Anahtar Devre Arızası
B1746,Yolcu Aynası Yatay Anahtar Devresi Açık
B1747,Yolcu Aynası Yatay Anahtar Devresi Aküye Kısa Devre
B1748,Yolcu Aynası Yatay Anahtar Devresi Şasiye Kısa Devre
B1749,Park/Nötr Anahtarı Devre Arızası
B1750,Park/Nötr Anahtarı Devresi Açık
B1751,Park/Nötr Anahtarı Devresi Aküye Kısa Devre
B1752,Park/Nötr Anahtarı Devresi Şasiye Kısa Devre
B1753,Tehlike Flaş Çıkışı Devre Arızası
B1754,Tehlike Flaş Çıkış Devresi Açık
B1755,Tehlike Flaş Çıkış Devresi Kısa Pil
B1756,Tehlike Flaş Çıkış Devresi Şasiye Kısa Devre
B1757,Sürücü Koltuğu Arka Aşağı Devre Arızası
B1758,Sürücü Koltuğu Arka Aşağı Devresi Açık
B1759,Sürücü Koltuğu Arka Alt Devresi Aküye Kısa Devre
B1760,Sürücü Koltuğu Arka Aşağı Devresi Şasiye Kısa Devre
B1761,Sürücü Koltuğu Ön Aşağı Devre Arızası
B1762,Sürücü Koltuğu Ön Alt Devre Açık
B1763,Sürücü Koltuğu Ön Alt Devre Aküye Kısa Devre
B1764,Sürücü Koltuğu Ön Aşağı Devresi Şasiye Kısa Devre
B1765,Sürücü Koltuğu İleri Devre Arızası
B1766,Sürücü Koltuğu İleri Devresi Açık
B1767,Sürücü Koltuğu İleri Devresi Aküye Kısa Devre
B1768,Sürücü Koltuğu İleri Devresi Şasiye Kısa Devre
B1769,Sürücü Koltuğu Geriye Devre Arızası
B1770,Sürücü Koltuğu Geri Devresi Açık
B1771,Sürücü Koltuğu Geri Devresi Aküye Kısa Devre
B1772,Sürücü Koltuğu Geri Devresi Şasiye Kısa Devre
B1773,Ayna Sürücüsü Yukarı Devre Arızası
B1774,Ayna Sürücüsü Yukarı Devre Açık
B1775,Ayna Sürücüsü Devresi Aküye Kısa Devre
B1776,Ayna Sürücüsü Yukarı Devresi Şasiye Kısa Devre
B1778,Ayna Sürücüsü Aşağı Devre Arızası
B1779,Ayna Sürücüsü Aşağı Devre Açık
B1780,Ayna Sürücüsü Arıza Devresi Aküye Kısa Devre
B1781,Ayna Sürücüsü Yere Kısa Devre
B1782,Ayna Yolcu Yukarı Devre Arızası
B1783,Yolcu Aynası Yukarı Devresi Açık
B1784,Yolcu Aynası Yukarı Devresi Aküye Kısa Devre
B1785,Yolcu Aynası Yukarı Devresi Şasiye Kısa Devre
B1786,Ayna Yolcu Aşağı Devre Arızası
B1787,Yolcu Aynası Aşağı Devresi Açık
B1788,Yolcu Aynası Aşağı Devresi Aküye Kısa Devre
B1789,Yolcu Aynası Aşağı Devresi Şasiye Kısa Devre
B1790,Otomatik Lamba Sensörü Giriş Devresi Arızası
B1791,Otomatik Lamba Sensörü Giriş Devresi Açık
B1792,Otomatik Lamba Sensörü Giriş Devresi Aküye Kısa Devre
B1793,Otomatik Lamba Sensörü Giriş Devresi Şasiye Kısa Devre
B1794,Lamba Ön Far Kısa Huzmeli Devre Arızası
B1795,Lamba Ön Far Kısa Huzme Devresi Açık
B1796,Lamba Ön Far Kısa Huzme Devresi Aküye Kısa Devre
B1797,Lamba Ön Far Kısa Huzme Devresi Şasiye Kısa Devre
B1798,Lamba Dönüş Sinyali Ön Çıkış Devresi Arızası
B1799,Lamba Dönüş Sinyali Ön Çıkış Devresi Açık
B1800,Lamba Dönüş Sinyali Ön Çıkış Devresi Aküye Kısa Devre
